True_Labels,Predicted_Probabilities
0,0.1026195031561314
0,0.44518268330196736
0,0.10124764777218982
0,0.06333365671535997
0,0.0259694020343116
0,0.08625155573623713
0,0.05131341743353588
0,0.04434084952433164
0,0.36675779519022833
0,0.2013909243303291
0,0.010461958773156277
0,0.046446730244957754
0,0.10421014177865938
0,0.0997892178143029
0,0.1530497756639241
0,0.0259400272216699
0,0.01128378872924687
0,0.04164484040222053
0,0.0017280478252050685
0,0.0017280478252050685
0,0.00880021208301294
0,0.054261669160753756
0,0.004552132617949581
0,0.09354107141227297
0,0.033866902440200713
0,0.3819257339740118
0,0.02212038009412191
0,0.12680175278120692
0,0.03142945184884695
0,0.02007060415255025
0,0.06969547139508506
0,0.1854450204313974
0,0.027212554210021903
0,0.08005571898215111
0,0.02344990248187506
0,0.21340942958505826
0,0.02631440420542504
0,0.0480010733966274
0,0.08602049529776978
0,0.040326299705554534
0,0.06065670183847473
0,0.026806979539851485
0,0.12513701354494422
0,0.049221306399168885
0,0.6591887747816383
0,0.034906765168254895
0,0.3363103237989876
0,0.08237988439191571
0,0.004271837124089941
0,0.01723536471978414
0,0.13162128371647097
0,0.001748321271893901
0,0.0106651165894822
0,0.07974707597644268
0,0.06741758535107985
0,0.027637285501601293
0,0.22697859097094494
0,0.7031278584860069
0,0.04851993584766834
0,0.08332312883733646
0,0.05785182713590964
0,0.043295564937215536
0,0.07269072914200056
0,0.42892522241116166
0,0.9971780414175494
0,0.02346486756305165
0,0.050959374155764216
0,0.0017280478252050685
0,0.04594094862471592
0,0.03446023795535402
0,0.0017280478252050685
0,0.0017280478252050685
0,0.271971194223098
0,0.014647269283630082
0,0.47260364372735675
0,0.004457717571019781
0,0.02781937539268086
0,0.08105255406940348
0,0.0267893692331966
0,0.1707807204858225
0,0.02980969542352694
0,0.002191105987609283
0,0.001787635504124624
0,0.0017280478252050685
0,0.0017588344827413488
0,0.012823002582803639
0,0.004591708058236047
0,0.003549782247311586
0,0.03162861089914923
0,0.06838435732865164
0,0.049452791593267494
0,0.03289820119397807
0,0.1055391518329491
0,0.017240669425279933
0,0.16361758871303306
0,0.3769990685742138
0,0.017281743653861467
0,0.016694226156321438
0,0.03495681182280487
0,0.0037713396127159043
0,0.06190155876576643
0,0.07189834378659465
0,0.02636335263475059
0,0.06780831698140184
0,0.04622982285516612
0,0.07559597382118767
0,0.1064743196122302
0,0.011096714796263273
0,0.04347416294439787
0,0.0201913201941436
0,0.07948230604108317
0,0.025330174371888798
0,0.07543410193386103
0,0.08383874118644462
0,0.3067367758542726
0,0.08565936478517161
0,0.009003186377450314
0,0.02505215418207772
0,0.011910387117741221
0,0.026022566292377012
0,0.06310660429793077
0,0.012604078982893624
0,0.02530449501800856
0,0.020625794107197722
0,0.055592909954449314
0,0.14188210418435168
0,0.03606379756352513
0,0.04292288151661928
0,0.0017280478252050685
0,0.0017280478252050685
0,0.051792474014157576
0,0.07091286407803674
0,0.04145664346345416
0,0.08831958902978194
0,0.02794695307599508
0,0.510296307299041
0,0.12362785412065551
0,0.8815231990391916
0,0.0017280478252050685
0,0.004183455637237911
0,0.03917183467343119
0,0.0064850611013720656
0,0.020219399618844607
0,0.09859737909567856
0,0.04071297396374193
0,0.10755794694458214
0,0.05653450507896466
0,0.1862072060868949
0,0.019809382265373147
0,0.043824928034261613
0,0.10969611736873414
0,0.18377734839775786
0,0.7701735319249216
0,0.0664307388920476
0,0.17489186743148927
0,0.04751529012948487
0,0.06693240890873557
0,0.019504282688934487
0,0.0017280478252050685
0,0.08178878471482286
0,0.07489570574040176
0,0.0031496282695745313
0,0.003019583262456416
0,0.022896461415830776
0,0.004477147951002629
0,0.04102761964910167
0,0.1971367782978508
0,0.04809464893519354
0,0.13287698883395285
0,0.02808757453901638
0,0.0020310125748999237
0,0.044984977401009214
0,0.0071759724148808615
0,0.0017280478252050685
0,0.0409485728693803
0,0.006926441822715428
0,0.14469156772732578
0,0.00655092797790642
0,0.06595733320447736
0,0.08599878059250374
0,0.05712874944499969
0,0.033317264425837226
0,0.04130894944245689
0,0.012484065684747006
0,0.059900448616122745
0,0.5858971962186896
0,0.04538735810113067
0,0.037297440858888205
0,0.04563657904343776
0,0.020276140563163843
0,0.018377306226572958
0,0.01833192131241094
0,0.022164858509824838
0,0.0017280478252050685
0,0.07228448402402406
0,0.004743743655610029
0,0.05049448075452163
0,0.0026560960900354805
0,0.005891421731051195
0,0.1627762226400238
0,0.21175179385857698
0,0.03845978139207611
0,0.04526894639662347
0,0.1464230984283625
0,0.03764578394729798
0,0.1432726567838641
0,0.08266668362093271
0,0.015865755856205147
0,0.11084626604107306
0,0.018179999806764467
0,0.020919760830334217
0,0.0032613749934081093
0,0.016165856980424425
0,0.15411444430301066
0,0.026207498102763554
0,0.0043248482750574075
0,0.013300765413541296
0,0.049494409235284545
0,0.0316869405359259
0,0.054219455127455386
0,0.02810582747996797
0,0.02805438695493042
0,0.0017280478252050685
0,0.0017280478252050685
0,0.07091286407803674
0,0.0017280478252050685
0,0.08641756493243731
0,0.009570355891669146
0,0.50474036807762
0,0.7945446432947131
0,0.03219755247169097
0,0.8815231990391916
0,0.0017280478252050685
0,0.007211925836380137
0,0.019871399503647885
0,0.0033720178685584085
0,0.19211641125857346
0,0.08709044797495606
0,0.07571324652402546
0,0.48620049762135936
0,0.07699468783322597
0,0.04084567220779678
0,0.024489131828995238
0,0.039367707171821885
0,0.09595333406972525
0,0.05090394197593899
0,0.76438642840917
0,0.1680569066618438
0,0.03987907071982283
0,0.0932622754765372
0,0.0017280478252050685
0,0.037088692579492676
1,0.9855006913996158
1,0.9971780414175494
1,0.9665667875930172
1,0.8934716755304845
1,0.11888643490541377
1,0.9971780414175494
1,0.943658866656897
1,0.9260584339387544
1,0.9789982978714441
1,0.9971780414175494
1,0.9964627444772982
1,0.8782704310868725
1,0.7604042706907045
1,0.9702048681910128
1,0.9909319700060282
1,0.7812176314977299
1,0.03372720697240534
1,0.8606744116767153
1,0.9925517688737282
1,0.6451643562857277
1,0.7838068633235946
1,0.8796859790008452
1,0.06860697049300804
1,0.6778261763568791
1,0.9358697661595442
1,0.9460571602202206
1,0.9955142686812275
1,0.9848993059618075
1,0.9678574786954351
1,0.7406271001491509
1,0.860670284015032
1,0.8361152393568669
1,0.9885669024502092
1,0.31738246599646486
1,0.753907726168777
1,0.005427751460616835
1,0.9971780414175494
1,0.7783785447866822
1,0.8694872599839718
1,0.9953532954480783
1,0.9971780414175494
1,0.939899208614993
1,0.9810857965078829
1,0.9259257466539368
1,0.9429859558432911
1,0.9571239147034545
1,0.9931410229073221
1,0.8561339198213409
1,0.9308363450896062
1,0.8714970151685952
1,0.741441684793719
1,0.01831834867585999
1,0.4676997027463623
1,0.38613895390470643
1,0.30701862691283915
1,0.9597335771486446
1,0.978831917195834
1,0.9971780414175494
1,0.9680658358361723
1,0.5985254322338398
1,0.3300328047697281
1,0.9867311614872137
1,0.6430326814176016
1,0.9573143313719796
1,0.9297552254455956
1,0.9785475741058549
1,0.942778631405544
1,0.8892880062168926
1,0.9438881744393215
1,0.4474512139991727
1,0.3337657813738211
1,0.9924663131294329
1,0.9370296960155201
1,0.8705147511969455
1,0.8357855124026528
1,0.84364015005948
1,0.9971780414175494
1,0.9442767879334066
1,0.890195534501953
1,0.6886844468165989
1,0.9727405289910314
1,0.8896846290606888
1,0.9971780414175494
1,0.9947706963281004
1,0.8938278969927534
1,0.25424811395330094
1,0.4769396601328172
1,0.9971780414175494
1,0.9924663131294329
1,0.9413475261074549
1,0.07216363011600381
1,0.7664534621469106
1,0.8205495885041931
1,0.15465682627703653
1,0.4948090861574421
1,0.20602811101078744
1,0.9640021738958294
1,0.9971780414175494
1,0.9202045462801881
