"Model","O.E.ratio","Cal..intercept","Cal..slope","ECI","ICI","ECE"
"Logistic_Regression",0.934964568287469,-0.199197869414183,1.24743018070458,0.0108407426401994,0.0315164290717057,0.0347376805453944
"MLP",0.94068630822643,-0.279673925606281,0.911070092817387,0.0127346771929097,0.0250793669387856,0.0307441910161325
"XGBoost",1.01473186447779,0.119675962725777,1.0764016972856,0.0027456935551749,0.0176333594276472,0.0228824421918852
"TabTransformer",0.957989395244303,-0.26296838041009,0.942007726148382,0.0100573703446394,0.022957030982116,0.0331880402213115
"TabNet",1.00992838797632,0.13399706819317,0.464556235540787,0.0177583524088704,0.0459913628678083,0.05084894184843
"KAN",0.924299119944678,-1.50322955772074,0.331998812601871,0.0363909051751797,0.0528557966257469,0.0422390729667181
